town,latitude,longitude
"Badajoz",38.88964355,-6.980142450723942
"Barcarrota",38.5159459,-6.8492865
"Baterno",38.9561043,-4.9106082
"Benquerencia de la Serena",38.6994635,-5.4952776
"Berlanga",38.2815011,-5.8297126
"Bienvenida",38.2986483,-6.2100194
"Bodonal de la Sierra",38.1466547,-6.5610663
"Burguillos del Cerro",38.3798701,-6.5907481
"Cabeza del Buey",38.7211592,-5.2211611
"Cabeza la Vaca",38.0856158,-6.4207589
"Calamonte",38.8890569,-6.3863706
"Calera de León",38.1061495,-6.3362417
"Calzadilla de los Barros",38.3010662,-6.3166597
"Campanario",38.8633863,-5.6180261
"Campillo de Llerena",38.5006708,-5.8323972
"Capilla",38.8202856,-5.0840713
"Carmonita",39.1542463,-6.338543
"El Carrascalejo",39.0223673,-6.3371905
"Casas de Don Pedro",39.1050329,-5.3287379
"Casas de Reina",38.2018925,-5.9700419
"Castilblanco",39.2886967,-5.0871836
"Castuera",38.7252427,-5.5460543
"La Codosera",39.2077505,-7.1729037
"Cordobilla de Lácara",39.1481035,-6.4369168
"La Coronada",38.9197889,-5.6703748
"Corte de Peleas",38.7253775,-6.6710101
"Cristina",38.836958,-6.0984014
"Cheles",38.5125799,-7.2815483
"Don Álvaro",38.8484898,-6.2748746
"Don Benito",38.9540269,-5.8619466
"Entrín Bajo",38.7194602,-6.7135261
"Esparragalejo",38.9442077,-6.4362312
"Esparragosa de la Serena",38.6495117,-5.6047389
"Esparragosa de Lares",38.9751739,-5.2684971
"Feria",38.5124226,-6.5642185
"Fregenal de la Sierra",38.1663968,-6.6525749
"Fuenlabrada de los Montes",39.132869,-4.9350961
"Fuente de Cantos",38.2461377,-6.3074274
"Fuente del Arco",38.1519616,-5.8969592
"Fuente del Maestre",38.5269007,-6.4483579
"Fuentes de León",38.0681263,-6.5402165
"Garbayuela",39.0495647,-4.9988706
"Garlitos",38.8804297,-5.0483148
"La Garrovilla",38.9219588,-6.4760832
"Granja de Torrehermosa",38.3098454,-5.5953433
"Guareña",38.8592191,-6.1028965
"La Haba",38.9192095,-5.801119
"Helechosa de los Montes",39.3087128,-4.9062877
"Herrera del Duque",39.1676109,-5.0504659
"Higuera de la Serena",38.645422,-5.7420357
"Higuera de Llerena",38.3759654,-5.9985986
"Higuera de Vargas",38.4460885,-6.9750504
"Higuera la Real",38.1426642,-6.6895703
"Hinojosa del Valle",38.4823235,-6.1850312
"Hornachos",38.5556712,-6.0680807
"Jerez de los Caballeros",38.3201991,-6.7713389
"La Lapa",38.4530551,-6.51892
"Lobón",38.8468651,-6.6251302
"Llera",38.4469112,-6.0567079
"Llerena",38.2378976,-6.0149901
"Magacela",38.895885,-5.7344479
"Maguilla",38.3676322,-5.8375866
"Malcocinado",38.1226871,-5.6920758
"Malpartida de la Serena",38.6743038,-5.6406571
"Manchita",38.8138853,-6.020373
"Medellín",38.9640335,-5.9579913
"Medina de las Torres",38.3414278,-6.4118371
"Mengabril",38.9355665,-5.9335008
"Mérida",38.9174665,-6.3443977
"Mirandilla",39.0008159,-6.2898087
"Monesterio",38.0876314,-6.2732538
"Montemolín",38.1542754,-6.2123046
"Monterrubio de la Serena",38.5893449,-5.4451308
"Montijo",38.9098936,-6.6151799
"La Morera",38.5470241,-6.6535985
"La Nava de Santiago",39.0626847,-6.5060021
"Navalvillar de Pela",39.0916315,-5.4681268
"Nogales",38.5865813,-6.7491704
"Oliva de la Frontera",38.2769879,-6.9184328
"Oliva de Mérida",38.7899533,-6.1243458
"Olivenza",38.6854813,-7.0995738
"Orellana de la Sierra",39.0312219,-5.4986416
"Orellana la Vieja",39.0054716,-5.5337227
"Palomas",38.6927774,-6.135631
"La Parra",38.5212182,-6.6229261
"Peñalsordo",38.819324,-5.1162166
"Peraleda del Zaucejo",38.4741788,-5.5645445
"Puebla de Alcocer",38.9855852,-5.2554476
"Puebla de la Calzada",38.8936017,-6.6261713
"Puebla de la Reina",38.6642477,-6.1025897
"Puebla del Maestre",38.084025,-6.0804357
"Puebla del Prior",38.5705441,-6.1970141
"Puebla de Obando",39.1768491,-6.6260009
"Puebla de Sancho Pérez",38.3960293,-6.399336
"Quintana de la Serena",38.7400641,-5.6725652
"Reina",38.1848682,-5.9476998
"Rena",39.0534547,-5.8083542
"Retamal de Llerena",38.5774119,-5.8389958
"Ribera del Fresno",38.552148,-6.2386548
"Risco",38.9105515,-5.1225548
"La Roca de la Sierra",39.1082531,-6.6888912
"Salvaleón",38.5094609,-6.7862258
"Salvatierra de los Barros",38.4908744,-6.6852218
"Sancti-Spíritus",40.7054616,-6.4005474
"San Pedro de Mérida",38.9500043,-6.1858715
"Santa Amalia",36.7382543,-4.4149838
"Santa Marta",38.6137965,-6.6275791
"Los Santos de Maimona",38.4494338,-6.3817648
"San Vicente de Alcántara",39.36063365,-7.135554883612935
"Segura de León",38.1201734,-6.5287399
"Siruela",38.97789,-5.0502807
"Solana de los Barros",38.7255355,-6.5382428
"Talarrubias",39.03702,-5.2335687
"Talavera la Real",38.8772724,-6.7704834
"Táliga",38.5278436,-7.0146689
"Tamurejo",38.991397,-4.9471756
"Torre de Miguel Sesmero",38.6180189,-6.7966844
"Torremayor",38.9013623,-6.5374617
"Torremejía",38.7896931,-6.3763014
"Trasierra",38.1911325,-5.9945206
"Trujillanos",38.9511141,-6.2587791
"Usagre",38.3555001,-6.1647163
"Valdecaballeros",39.242741,-5.1897862
"Valdetorres",38.9150466,-6.06799
"Valencia de las Torres",38.4033077,-6.0044334
"Valencia del Mombuey",38.242269,-7.1188471
"Valencia del Ventoso",38.2659272,-6.4736517
"Valverde de Burguillos",38.3273746,-6.5363287
"Valverde de Leganés",38.6706374,-6.9808325
"Valverde de Llerena",38.2133921,-5.8218203
"Valverde de Mérida",38.9117953,-6.2198063
"Valle de la Serena",38.7003775,-5.7993874
"Valle de Matamoros",38.3788706,-6.8051265
"Valle de Santa Ana",38.365062,-6.7885684
"Villafranca de los Barros",38.5613352,-6.3392388
"Villagarcía de la Torre",38.2937815,-6.0793579
"Villagonzalo",38.8635538,-6.1970944
"Villalba de los Barros",38.6134592,-6.5091483
"Villanueva de la Serena",38.9736819,-5.8003669
"Villanueva del Fresno",38.3753938,-7.1656367
"Villar del Rey",39.1323336,-6.8480986
"Villar de Rena",39.0767308,-5.8116914
"Villarta de los Montes",39.2137025,-4.7924084
"Zafra",38.4253489,-6.4193627
"Zahínos",38.330536,-6.9546662
"Zalamea de la Serena",38.6495978,-5.6592697
"Zarza-Capilla",38.8072378,-5.1573199
"La Zarza",38.8176983,-6.2175747
"Valdelacalzada",38.8900118,-6.7011669
"Pueblonuevo del Guadiana",38.9238409,-6.756221
"Guadiana",38.9333981,-6.0052391
"Alaró",39.7061528,2.7907216
"Alaior",39.9337077,4.1397673
"Alcúdia",39.8532473,3.1212505
"Algaida",39.5589416,2.8943429
"Andratx",39.5745956,2.4202061
"Artà",39.6950088,3.3506343
"Banyalbufar",39.6874544,2.5147715
"Binissalem",39.6889279,2.8420532
"Búger",39.759085,2.9856092
"Bunyola",39.6961887,2.6989574
"Calvià",39.5464408,2.5113385
"Campanet",39.7750599,2.9651254
"Campos",39.4313098,3.0197912
"Capdepera",39.7023418,3.4321679
"Ciutadella de Menorca",40.00299755,3.861481059564048
"Consell",39.6685608,2.8134417
"Costitx",39.6575923,2.9496833
"Deià",39.7477362,2.6483432
"Escorca",39.8248443,2.8422276078974145
"Esporles",39.6692405,2.5775624
"Estellencs",39.6535102,2.4810336
"Felanitx",39.4731713,3.1476769
"Ferreries",39.983348,4.0109465
"Formentera",38.7063909,1.4335265588311945
"Fornalutx",39.782612,2.7410901
"Eivissa",38.9743901,1.4197463178515335
"Inca",39.7211448,2.9111493
"Lloret de Vistalegre",39.61793,2.9751725
"Lloseta",39.7182833,2.8665761
"Llubí",39.7003358,3.0042475
"Llucmajor",39.4439046,2.840129
"Maó",39.8894922,4.2662071
"Manacor",39.5696458,3.2106461
"Mancor de la Vall",39.7501386,2.8709873
"Maria de la Salut",39.6661106,3.0752319
"Marratxí",39.62136935,2.732844635466805
"es Mercadal",40.0075893,4.1124562
"Montuïri",39.5672471,2.9813248
"Muro",39.7370637,3.0567069
"Palma",39.5695818,2.6500745
"Petra",39.6134574,3.1128071
"Pollença",39.8792073,3.0157098
"Porreres",39.5168891,3.0227517
"sa Pobla",39.7699388,3.0250102
"Puigpunyent",39.6273152,2.528306
"Sant Antoni de Portmany",38.9830568,1.3009485
"Sencelles",39.6475972,2.8977427
"Sant Josep de sa Talaia",38.9043608,1.3178098
"Sant Joan",41.7422073,1.803625
"Sant Joan de Labritja",39.0761278,1.5091732
"Sant Llorenç des Cardassar",39.6106866,3.285451
"Sant Lluís",39.8380786,4.2518062
"Santa Eugènia",39.6227068,2.8365544
"Santa Eulària des Riu",38.9846117,1.534421
"Santa Margalida",39.7222586,3.1536139
"Santa María del Camí",39.6479453,2.7779083
"Santanyí",39.3543115,3.1294799
"Selva",41.85471935,2.62670178282172
"ses Salines",39.3391978,3.054137
"Sineu",39.64314,3.0116111
"Sóller",39.7663047,2.7150538
"Son Servera",39.6222728,3.3605983
"Valldemossa",39.7108465,2.6230264
"es Castell",39.879862,4.2904574
"Vilafranca de Bonany",39.5703083,3.0889977
"Ariany",39.6507976,3.1115282
"es Migjorn Gran",39.9452014,4.0492342
"Abrera",41.5204464,1.9024126
"Aguilar de Segarra",41.7394902,1.6316676
"Alella",41.4952867,2.2942758
"Alpens",42.1195348,2.101673
"l' Ametlla del Vallès",41.669334,2.2614527
"Arenys de Mar",41.5797031,2.5491562
"Arenys de Munt",41.6095429,2.5400513
"Argençola",41.5977099,1.4433782
"Argentona",41.5554326,2.4002787
"Artés",41.7973321,1.9551567
"Avià",42.0774337,1.8221304
"Avinyó",41.8630096,1.9707409
"Avinyonet del Penedès",41.355970850000006,1.782397796012389
"Aiguafreda",41.7692525,2.2517162
"Badalona",41.4493539,2.248254
"Bagà",42.2527659,1.8625903
"Balenyà",41.8155343,2.213984918399576
"Balsareny",41.8631839,1.8755997
"Barcelona",41.3828939,2.1774322
"Begues",41.3328119,1.925468
"Bellprat",41.5174829,1.4335846
"Berga",42.1011456,1.8454758
"Bigues i Riells del Fai",41.68296785,2.20838857904612
"Borredà",42.1355536,1.9941054
"el Bruc",41.5792357,1.7812982
"el Brull",41.8168099,2.3052283
"les Cabanyes",41.3715156,1.6893989
"Cabrera d'Anoia",41.4773537,1.7041083
"Cabrera de Mar",41.5276986,2.3925117
"Cabrils",41.5262354,2.3676258
"Calaf",41.7323852,1.5150275
"Caldes d'Estrac",41.5719788,2.5277607
"Caldes de Montbui",41.632265,2.1676442
"Calders",41.7892144,1.9916386
"Calella",41.6132925,2.6576102
"Calonge de Segarra",41.7642502,1.4820028
"Calldetenes",41.9257651,2.2834318
"Callús",41.7824664,1.7837664
"Campins",41.7250261,2.4640701
"Canet de Mar",41.5900933,2.5777998
"Canovelles",41.6173948,2.28288
"Cànoves i Samalús",41.7072824,2.338253622217338
"Canyelles",41.2858273,1.7222743
"Capellades",41.53,1.684787
"Capolat",42.0776191,1.752867
"Cardedeu",41.6385167,2.3558408
"Cardona",41.9142758,1.68133
"Carme",41.5319058,1.6198579
"Casserres",42.0138199,1.843045
"Castellar del Riu",42.12732255,1.7549529123787428
"Castellar del Vallès",41.6138122,2.0875963
"Castellar de n'Hug",42.2826009,2.0165927
"Castellbell i el Vilar",41.6402768,1.847203496119266
"Castellbisbal",41.4765136,1.9832978
"Castellcir",41.7615048,2.1507238
"Castelldefels",41.2861022,1.9824173
"Castell de l'Areny",42.1732169,1.9454439
"Castellet i la Gornal",41.2532183,1.5917346
"Castellfollit del Boix",41.6657331,1.6847457
"Castellfollit de Riubregós",41.7762237,1.4383714
"Castellgalí",41.6732765,1.8378043
"Castellnou de Bages",41.8348967,1.8365127
"Castellolí",41.5981563,1.7002468
"Castellterçol",41.7503071,2.1230793
"Castellví de la Marca",41.33757415,1.6026645455892554
"Castellví de Rosanes",41.450038,1.8994527
"Centelles",41.7981296,2.2218056
"Cervelló",41.3964186,1.9585925
"Collbató",41.570256,1.8285814
"Collsuspina",41.8260718,2.174353
"Copons",41.6363657,1.5179333
"Corbera de Llobregat",41.4164771,1.927753
"Cornellà de Llobregat",41.355724,2.0706225
"Cubelles",41.2083363,1.6730541
"Dosrius",41.594347,2.4063166
"Esparreguera",41.5393249,1.8694549
"Esplugues de Llobregat",41.3776796,2.0899722
"l' Espunyola",42.0523207,1.7733927
"l' Estany",41.8701712,2.1133532
"Fígols",42.1809467,1.8366637
"Fogars de Montclús",41.74716075,2.4394273887762976
"Fogars de la Selva",41.7342133,2.6728108
"Folgueroles",41.9392868,2.3180742
"Fonollosa",41.7626001,1.6678299
"Font-rubí",41.4365689,1.5878667
"les Franqueses del Vallès",41.64750335,2.3066305679612547
"Gallifa",41.6937007,2.1164334
"la Garriga",41.6849111,2.2865796
"Gavà",41.3050933,2.0063126
"Gaià",41.9160989,1.9255287
"Gelida",41.4408877,1.8634309
"Gironella",42.0337588,1.8825316
"Gisclareny",42.249978,1.7866137
"la Granada",41.3766679,1.7186912
"Granera",41.7255146,2.0570042
"Granollers",41.6079555,2.2876008
"Gualba",41.7321147,2.5018684
"Sant Salvador de Guardiola",41.6797988,1.7671087
"Guardiola de Berguedà",42.2338584,1.8792389
"Gurb",41.9409869,2.2433019
"l' Hospitalet de Llobregat",41.3598601,2.0997927
"Igualada",41.5790182,1.617346
"Jorba",41.6014534,1.547408
"la Llacuna",41.4729806,1.534607
"la Llagosta",41.5139877,2.1912073
"Llinars del Vallès",41.6383547,2.4033771
"Lliçà d'Amunt",41.6104867,2.2397066
"Lliçà de Vall",41.5915542,2.2422403
"Lluçà",42.0671674,2.0482158201809684
"Malgrat de Mar",41.6459118,2.7414054
"Malla",41.887016,2.2354564
"Manlleu",41.9999811,2.2841159
"Manresa",41.7288939,1.8286765
"Martorell",41.4769177,1.9283971
"Martorelles",41.52851,2.2374755
"les Masies de Roda",41.9900725,2.3064465
"les Masies de Voltregà",42.0267288,2.2347147
"el Masnou",41.4796899,2.3118347
"Masquefa",41.5026351,1.8110722
"Matadepera",41.6012311,2.0275199
"Mataró",41.5398348,2.4448926
"Mediona",41.47739425,1.635018453270908
"Molins de Rei",41.4138087,2.0159626
"Mollet del Vallès",41.5393484,2.2130934
"Montcada i Reixac",41.4823115,2.1869985
"Montgat",41.4666983,2.2789654
"Monistrol de Montserrat",41.6105028,1.8452698
"Monistrol de Calders",41.7608379,2.0146236
"Muntanyola",41.8769342,2.1790836
"Montclar",42.018173,1.7653302
"Montesquiu",42.108728,2.2086111
"Montmajor",42.0180704,1.735819
"Montmaneu",41.6259778,1.4147627
"Figaró-Montmany",41.70982185,2.25364598780679
"Montmeló",41.5515189,2.2480812
"Montornès del Vallès",41.542545,2.2670557
"Montseny",41.7593697,2.3952061
"Moià",41.8130391,2.0978412
"Mura",41.6998219,1.9764684
"Navarcles",41.7531567,1.9033612
"Navàs",41.8989233,1.8767736
"la Nou de Berguedà",42.1663902,1.8845378
"Òdena",41.6068791,1.6422209
"Olvan",42.0571091,1.9064046
"Olèrdola",41.321421650000005,1.7234463352877167
"Olesa de Bonesvalls",41.3505032,1.8492996
"Olesa de Montserrat",41.543053,1.8931874
"Olivella",41.3103129,1.8114946
"Olost",41.9851518,2.0941372
"Orís",42.065576,2.212260540120897
"Oristà",41.9327257,2.0599756
"Orpí",41.5185604,1.5755145
"Òrrius",41.5551821,2.3549387
"Pacs del Penedès",41.3615067,1.6698611
"Palafolls",41.6673913,2.7499262
"Palau-solità i Plegamans",41.5873942,2.1806823
"Pallejà",41.422188,1.9966632
"el Papiol",41.4379916,2.0108896
"Parets del Vallès",41.5729887,2.2329289
"Perafita",42.0423757,2.107122
"Piera",41.5216923,1.7526335
"els Hostalets de Pierola",41.5347031,1.7672479
"Pineda de Mar",41.6276807,2.6898707
"el Pla del Penedès",41.4176191,1.7113804
"la Pobla de Claramunt",41.5551874,1.6747485
"la Pobla de Lillet",42.2437379,1.9749329
"Polinyà",41.5581661,2.1584568
"Pontons",41.4138036,1.5140429
"el Prat de Llobregat",41.3246333,2.0952568
"els Prats de Rei",41.7056641,1.5412363
"Prats de Lluçanès",42.0085421,2.0298689
"Premià de Mar",41.4926822,2.3605846
"Puigdàlber",41.4045506,1.700349
"Puig-reig",41.9735499,1.8775308
"Pujalt",41.7169947,1.4211325
"la Quar",42.1050263,1.9807775
"Rajadell",41.7291916,1.7056275
"Rellinars",41.6367945,1.910447
"Ripollet",41.4993372,2.1573095
"la Roca del Vallès",41.5873365,2.3260575
"el Pont de Vilomara i Rocafort",41.7049589,1.9076394311567348
"Roda de Ter",41.9814126,2.3096755
"Rubí",41.4936194,2.0319476
"Rubió",41.6442397,1.5701167
"Sabadell",41.5421013,2.1138977
"Sagàs",42.0510214,1.9626051
"Sant Pere Sallavinera",41.7365708,1.5745225
"Saldes",42.2287591,1.7349486
"Sallent",41.8259065,1.8948758
"Santpedor",41.7847594,1.8386882
"Sant Iscle de Vallalta",41.62433,2.56914
"Sant Adrià de Besòs",41.4304832,2.2182775
"Sant Agustí de Lluçanès",42.0855048,2.1272825
"Sant Andreu de la Barca",41.4499648,1.9719416
"Sant Andreu de Llavaneres",41.5739524,2.4828158
"Sant Antoni de Vilamajor",41.6735604,2.4012202
"Sant Bartomeu del Grau",41.9807659,2.1750391
"Sant Boi de Llobregat",41.3459033,2.0413673
"Sant Boi de Lluçanès",42.0578411,2.1511135
"Sant Celoni",41.6895041,2.4914526
"Sant Cebrià de Vallalta",41.620353,2.6017906
"Sant Climent de Llobregat",41.3366993,1.9970575
"Sant Cugat del Vallès",41.4728432,2.0817809
"Sant Cugat Sesgarrigues",41.3644619,1.7530702
"Sant Esteve de Palautordera",41.7040768,2.4343426
"Sant Esteve Sesrovires",41.4932429,1.8747348
"Sant Fost de Campsentelles",41.5122172,2.2379134
"Sant Feliu de Codines",41.6885036,2.1646769
"Sant Feliu de Llobregat",41.3812851,2.0446381
"Sant Feliu Sasserra",41.9447451,2.0213124
"Sant Fruitós de Bages",41.7532735,1.8749418
"Vilassar de Dalt",41.5163595,2.3592879
"Sant Hipòlit de Voltregà",42.0152733,2.2376471
"Sant Jaume de Frontanyà",42.1874392,2.0238488
"Sant Joan Despí",41.3667951,2.0570346
"Sant Joan de Vilatorrada",41.7422073,1.803625
"Vilassar de Mar",41.5064041,2.3913883
"Sant Julià de Vilatorta",41.9219404,2.3240651
"Sant Just Desvern",41.3815832,2.0750677
"Sant Llorenç d'Hortons",41.4681755,1.8253181
"Sant Llorenç Savall",41.6794647,2.0579669
"Sant Martí de Centelles",41.7540904,2.219576225875367
"Sant Martí d'Albars",42.0281258,2.0742512
"Sant Martí de Tous",41.5621915,1.521792
"Sant Martí Sarroca",41.3854214,1.6108158
"Sant Martí Sesgueioles",41.7021286,1.4882003
"Sant Mateu de Bages",41.7969781,1.7327386
"Premià de Dalt",41.5076668,2.3437394
"Sant Pere de Ribes",41.2619218,1.7721357
"Sant Pere de Riudebitlles",41.4535893,1.7017388
"Sant Pere de Torelló",42.0754755,2.2955862
"Sant Pere de Vilamajor",41.6843288,2.3900497
"Sant Pol de Mar",41.6030132,2.6238092
"Sant Quintí de Mediona",41.4627909,1.6652161
"Sant Quirze de Besora",42.101426,2.2170289
"Sant Quirze del Vallès",41.530143,2.0820052
"Sant Quirze Safaja",41.7276804,2.1548204
"Sant Sadurní d'Anoia",41.4244663,1.7863949
"Sant Sadurní d'Osormort",41.9019288,2.3815562
"Marganell",41.640666,1.7900194
"Santa Cecília de Voltregà",41.9930549,2.222325
"Santa Coloma de Cervelló",41.3687006,2.0174512
"Santa Coloma de Gramenet",41.4515626,2.2083371
"Santa Eugènia de Berga",41.9000058,2.283319
"Santa Eulàlia de Riuprimer",41.9109533,2.1886023
"Santa Eulàlia de Ronçana",41.6523952,2.229264
"Santa Fe del Penedès",41.3844582,1.7209214
"Santa Margarida de Montbui",41.5745942,1.6084538
"Santa Margarida i els Monjos",41.3213389,1.6623519
"Barberà del Vallès",41.5172534,2.1265942
"Santa Maria de Besora",42.1272818,2.2589189
"l' Esquirol",42.0340216,2.3697082
"Santa Maria de Merlès",42.0007572,1.9778885
"Santa Maria de Martorelles",41.5198085,2.2537044
"Santa Maria de Miralles",41.5004287,1.5282249
"Santa Maria d'Oló",41.8742425,2.0358546
"Santa Maria de Palautordera",41.693781,2.4442321
"Santa Perpètua de Mogoda",41.5328106,2.1823309
"Santa Susanna",41.6357256,2.7065933
"Sant Vicenç de Castellet",41.6669999,1.8625559
"Sant Vicenç dels Horts",41.3934193,2.0099482
"Sant Vicenç de Montalt",41.5787122,2.5103642
"Sant Vicenç de Torelló",42.0630229,2.272337
"Cerdanyola del Vallès",41.4910324,2.1374969
"Sentmenat",41.6110502,2.1374456
"Cercs",42.1463987,1.8606233
"Seva",41.8361292,2.2835441
"Sitges",41.2366707,1.8228136
"Sobremunt",42.0353017,2.165156
"Sora",42.1119353,2.1610531
"Subirats",41.39516005,1.811249573840888
"Súria",41.8328065,1.7526606
"Tavèrnoles",41.9520757,2.3263016
"Tagamanent",41.741256,2.2653485
"Talamanca",41.736093,1.9780786
"Taradell",41.8762624,2.2859511
"Terrassa",41.5629623,2.0100492
"Tavertet",41.995547,2.4182542
"Teià",41.4970697,2.3214331
"Tiana",41.4819226,2.2689473
"Tona",41.8538039,2.2280115
"Tordera",41.6977173,2.7172987
"Torelló",42.0478304,2.2643391
"la Torre de Claramunt",41.5352891,1.6609381
"Torrelavit",41.4463416,1.7298578
"Torrelles de Foix",41.387735,1.5723453
"Torrelles de Llobregat",41.3565232,1.9816276
"Ullastrell",41.5265763,1.9560471
"Vacarisses",41.6063852,1.9194608
"Vallbona d'Anoia",41.5194769,1.7082922
"Vallcebre",42.2036044,1.818818
"Vallgorguina",41.6473229,2.5100384
"Vallirana",41.3877623,1.9320806
"Vallromanes",41.5323208,2.2989347
"Veciana",41.6559029,1.4885194
"Vic",41.9302021,2.2545943
"Vilada",42.1369132,1.9315206
"Viladecavalls",41.5563969,1.9553173
"Viladecans",41.3163083,2.0156034
"Vilanova del Camí",41.5714336,1.6361449
"Vilanova de Sau",41.9476741,2.383405
"Vilobí del Penedès",41.3875574,1.6632965
"Vilafranca del Penedès",41.3463825,1.6995213
"Vilalba Sasserra",41.6530012,2.4405379
"Vilanova i la Geltrú",41.2241992,1.7256327
"Viver i Serrateix",41.94976665,1.8014849913940247
"Rupit i Pruit",42.024334,2.4653919
"Vilanova del Vallès",41.5536734,2.2862297
"Sant Julià de Cerdanyola",42.2234097,1.8921354
"Badia del Vallès",41.5075702,2.1153773
"la Palma de Cervelló",41.4129938,1.9686869
"Abajas",42.623387,-3.581355
"Adrada de Haza",41.5949919,-3.822566
"Aguas Cándidas",42.7164495,-3.5030822
"Aguilar de Bureba",42.5906726,-3.3277768
"Albillos",42.2764472,-3.7909197
"Alcocero de Mola",42.4725921,-3.3581664
"Alfoz de Bricia",42.89581750000001,-3.842536953076058
"Alfoz de Santa Gadea",42.9426597,-3.944627529952428
"Altable",42.6032004,-3.0771775
"Los Altos",42.7811566,-3.620209626541331
"Ameyugo",42.6560702,-3.0611514
"Anguix",41.7536922,-3.9324525
"Aranda de Duero",41.6715067,-3.6851172
"Arandilla",41.7376945,-3.4297936
"Arauzo de Miel",41.8595865,-3.3880076
"Arauzo de Salce",41.8195157,-3.4120266
"Arauzo de Torre",41.7982057,-3.4223744
"Arcos",42.2652637,-3.7555708
"Arenillas de Riopisuerga",42.3558474,-4.2337768
"Arija",42.9916248,-3.9451961
